,id,subsector,nivel,eje,n°,desccorta,desclarga
465,466,Lenguaje,5,Lectura,3,Leer y familiarizarse con amplio repertorio de literatura para aumentar conocimiento,"Leer y familiarizarse con un amplio repertorio de literatura para aumentar su conocimiento del mundo, desarrollar su imaginación y reconocer su valor social y cultural; por ejemplo:                                                                                                        › poemas                                                                                                       › cuentos folclóricos y de autor                                                           › fábulas                                                                                                         › leyendas                                                                                                     › mitos                                                                                                            › novelas                                                                                                        › historietas                                                                                                  › otros"
466,467,Lenguaje,5,Lectura,4,Analizar aspectos relevantes de narraciones leídas para profundizar su comprensión,"Analizar aspectos relevantes de narraciones leídas para profundizar su comprensión:                                                               › interpretando el lenguaje figurado presente en el texto     › expresando opiniones sobre las actitudes y acciones de los personajes y fundamentándolas con ejemplos del texto 
› determinando las consecuencias de hechos y acciones
› describiendo el ambiente y las costumbres representadas en el texto
› explicando las características físicas y sicológicas de los personajes que son relevantes para el desarrollo de la
historia
› comparando textos de autores diferentes y justificando su preferencia por alguno"
467,468,Lenguaje,5,Lectura,5,Analizar aspectos relevantes de diversos poemas para profundizar su comprensión,"Analizar aspectos relevantes de diversos poemas para profundizar su comprensión:                                                               › explicando cómo el lenguaje poético que emplea el autor apela a los sentidos, sugiere estados de ánimo y crea imágenes en el lector                                                                              › identificando personificaciones y comparaciones y explicando su significado dentro del poema                                 › distinguiendo los elementos formales de la poesía (rima asonante y consonante, verso y estrofa)"
468,469,Lenguaje,5,Lectura,6,"Leer indep. y comprender textos no literarios (cartas, bios, relatos, artículos, noticias","Leer independientemente y comprender textos no literarios (cartas, biografías, relatos históricos, libros y artículos informativos, noticias, etc.) para ampliar su conocimiento › relacionando la información de
imágenes, gráficos, tablas, mapas o diagramas, con el texto en el cual están insertos
› interpretando expresiones en lenguaje
figurado
› comparando información
› formulando una opinión sobre algún aspecto de la lectura
› fundamentando su opinión con información del texto o sus conocimientos previos del mundo y formarse una opinión:                                                                                                         › extrayendo información explícita e implícita                             › haciendo inferencias a partir de la información del texto y de sus experiencias y conocimientos"
469,470,Lenguaje,5,Lectura,7,Evaluar críticamente la información presente en textos de diversa procedencia,"Evaluar críticamente la información presente en textos de diversa procedencia:                                                                                › determinando quién es el emisor, cuál es su propósito y a quién dirige el mensaje                                                                          › evaluando si un texto entrega suficiente información para responder una determinada pregunta o cumplir un propósito"
470,471,Lenguaje,5,Lectura,8,Sintetizar y registrar las ideas principales de textos leídos,"Sintetizar y registrar las ideas principales de textos leídos para satisfacer propósitos como estudiar, hacer una investigación, recordar detalles, etc."
471,472,Lenguaje,5,Lectura,9,"Desarrollar gusto por lectura, leyendo habitualmente diversos textos","Desarrollar el gusto por la lectura, leyendo habitualmente diversos textos."
472,473,Lenguaje,5,Lectura,10,"Asistir a biblioteca a lograr propósitos (seleccionar textos, investigar temas, etc.)","Asistir habitualmente a la biblioteca para satisfacer diversos propósitos (seleccionar textos, investigar sobre un tema, informarse sobre actualidad, etc.), adecuando su comportamiento y cuidando el material para permitir el trabajo y la lectura de los demás."
473,474,Lenguaje,5,Lectura,11,"Buscar y seleccionar la info más relevante sobre un tema en internet, libros, diarios, etc.","Buscar y seleccionar la información más relevante sobre un tema en internet, libros, diarios, revistas, enciclopedias, atlas, etc., para llevar a cabo una investigación."
474,475,Lenguaje,5,Lectura,12,Aplicar estrategias para determinar el significado de palabras nuevas,"Aplicar estrategias para determinar el significado de palabras nuevas:                                                                                        › claves del texto (para determinar qué acepción es pertinente según el contexto)                                                             › raíces y afijos
› preguntar a otro
› diccionarios, enciclopedias e internet"
475,476,Lenguaje,5,Escritura,13,Escribir para desarrollar la creatividad y expresar sus ideas,"Escribir frecuentemente, para desarrollar la creatividad y expresar sus ideas, textos como poemas, diarios de vida, cuentos, anécdotas, cartas, blogs, etc."
476,477,Lenguaje,5,Escritura,14,"Escribir narraciones (relatos de experiencias personales, noticias, cuentos, etc.)","Escribir creativamente narraciones (relatos de experiencias personales, noticias, cuentos, etc.) que:                                         › tengan una estructura clara                                                                › utilicen conectores adecuados › incluyan descripciones y diálogo (si es pertinente) para desarrollar la trama, los personajes y el ambiente"
477,478,Lenguaje,5,Escritura,15,Escribir artículos informativos para comunicar información sobre un tema,Escribir artículos informativos para comunicar información sobre un tema:                                                                                           › presentando el tema en una oración                                              › desarrollando una idea central por párrafo                                     › agregando las fuentes utilizadas
478,479,Lenguaje,5,Escritura,16,Escribir frecuentemente para compartir impresiones sobre sus lecturas,"Escribir frecuentemente para compartir impresiones sobre sus lecturas, desarrollando un tema relevante del texto leído y fundamentando sus comentarios con ejemplos."
479,480,Lenguaje,5,Escritura,17,Planificar sus textos estableciendo propósito y destinatario,Planificar sus textos:                                                                                › estableciendo propósito y destinatario                                                  › generando ideas a partir de sus conocimientos e investigación                                                                                               › organizando las ideas que compondrán su escrito
480,481,Lenguaje,5,Escritura,18,"Escribir, revisar y editar sus textos para lograr propósito y transmitir ideas con claridad","Escribir, revisar y editar sus textos para satisfacer un propósito y transmitir sus ideas con claridad. Durante este proceso:                                                                                                         › desarrollan las ideas agregando información                             › emplean un vocabulario preciso y variado, y un registro adecuado › releen a medida que escriben                                     › aseguran la coherencia y agregan conectores                             › editan, en forma independiente, aspectos de ortografía y presentación
› utilizan las herramientas del procesador de textos para buscar sinónimos, corregir ortografía y gramática, y dar formato (cuando escriben en computador)"
481,482,Lenguaje,5,Escritura,19,Incorporar de manera pertinente en la escritura el vocabulario nuevo,Incorporar de manera pertinente en la escritura el vocabulario nuevo extraído de textos escuchados o leídos.
482,483,Lenguaje,5,Escritura,20,"Distinguir matices entre sinónimos al leer, hablar y escribir","Distinguir matices entre sinónimos al leer, hablar y escribir para ampliar su comprensión y capacidad expresiva."
483,484,Lenguaje,5,Escritura,21,Conjugar correctamente los verbos regulares,Conjugar correctamente los verbos regulares al utilizarlos en sus producciones escritas.
484,485,Lenguaje,5,Escritura,22,Escribir correctamente para facilitar la comprensión por parte del lector,"Escribir correctamente para facilitar la comprensión por parte del lector, aplicando las reglas ortográficas aprendidas en años anteriores, además de: › uso de c-s-z › raya para indicar diálogo › acento diacrítico y dierético › coma en frases explicativas"
485,486,Lenguaje,5,Comunicación Oral,23,Comprender y disfrutar versiones completas de obras de la literatura,"Comprender y disfrutar versiones completas de obras de la literatura, narradas o leídas por un adulto, como:                       › cuentos folclóricos y de autor › poemas › mitos y leyendas › capítulos de novelas"
486,487,Lenguaje,5,Comunicación Oral,24,"Comprender textos orales (explicaciones, instrucciones, noticias, documentales, etc.)","Comprender textos orales (explicaciones, instrucciones, noticias, documentales, entrevistas, testimonios, relatos, etc.) para obtener información y desarrollar su curiosidad por el mundo:                                                                                              › relacionando las ideas escuchadas con sus experiencias personales y sus conocimientos previos                                         › extrayendo y registrando la información relevante                › formulando preguntas al profesor o a los compañeros para comprender o elaborar una idea, o aclarar el significado
de una palabra
› comparando información dentro del texto o con otros textos
› formulando y fundamentando una opinión sobre lo escuchado"
487,488,Lenguaje,5,Comunicación Oral,25,"Apreciar obras de teatro, películas o representaciones","Apreciar obras de teatro, películas o representaciones:           › discutiendo aspectos relevantes de la historia                          › describiendo a los personajes según su manera de hablar y de comportarse"
488,489,Lenguaje,5,Comunicación Oral,26,Dialogar para compartir y desarrollar ideas y buscar acuerdos,Dialogar para compartir y desarrollar ideas y buscar acuerdos:                                                                                                      › manteniendo el foco en un tema                                                    › aceptando sugerencias                                                                         › haciendo comentarios en los momentos adecuados              › mostrando acuerdo o desacuerdo con respeto                             › fundamentando su postura
489,490,Lenguaje,5,Comunicación Oral,27,Interactuar de acuerdo con las convenciones sociales en diferentes situaciones,"Interactuar de acuerdo con las convenciones sociales en diferentes situaciones:                                                                            › presentarse a sí mismo y a otros                                                      › saludar                                                                                                         › preguntar                                                                                                   › expresar opiniones, sentimientos e ideas                                   › otras situaciones que requieran el uso de fórmulas de cortesía como por favor, gracias, perdón, permiso"
490,491,Lenguaje,5,Comunicación Oral,28,Expresar clara y efectivamente en exposiciones orales para comunicar temas de interés,"Expresarse de manera clara y efectiva en exposiciones orales para comunicar temas de su interés:                                   › presentando las ideas de manera coherente y cohesiva       › fundamentando sus planteamientos con ejemplos y datos › organizando las ideas en introducción, desarrollo y cierre    › utilizando un vocabulario variado y preciso y un registro formal, adecuado a la situación comunicativa
› reemplazando algunas construcciones sintácticas familiares por otras más variadas
› conjugando correctamente los verbos
› pronunciando claramente y usando un volumen audible, entonación, pausas y énfasis adecuados
› usando gestos y posturas acordes a la situación
› usando material de apoyo (power point, papelógrafo, objetos, etc.) de manera efectiva"
491,492,Lenguaje,5,Comunicación Oral,29,Incorporar pertinentemente en intervenciones orales el vocabulario nuevo,Incorporar de manera pertinente en sus intervenciones orales el vocabulario nuevo extraído de textos escuchados o leídos.
492,493,Lenguaje,5,Comunicación Oral,30,Producir textos orales planificados diversos para desarrollar capacidad expresiva,"Producir textos orales planificados de diverso tipo para desarrollar su capacidad expresiva:                                                               › poemas                                                                                                       › narraciones (contar una historia, describir una actividad, relatar noticias, testimonios, etc.)                                                     › dramatizaciones"
493,494,Lenguaje,6,Lectura,1,Leer de manera fluida textos variados apropiados a su edad,Leer de manera fluida textos variados apropiados a su edad: › pronunciando las palabras con precisión › respetando la prosodia indicada por todos los signos de puntuación › decodificando de manera automática la mayoría de las palabras del texto
494,495,Lenguaje,6,Lectura,2,Comprender textos aplicando estrategias de comprensión lectora,Comprender textos aplicando estrategias de comprensión lectora; por ejemplo: › relacionar la información del texto con sus experiencias y conocimientos › releer lo que no fue comprendido › formular preguntas sobre lo leído y responderlas › organizar la información en esquemas o mapas conceptuales › resumir
495,496,Lenguaje,6,Lectura,3,Leer y familiarizarse con amplio repertorio de literatura para aumentar su conocimiento,"Leer y familiarizarse con un amplio repertorio de literatura para aumentar su conocimiento del mundo, desarrollar su imaginación y reconocer su valor social y cultural; por ejemplo: › poemas › cuentos folclóricos y de autor › fábulas › leyendas › mitos › novelas › historietas › otros"
496,497,Lenguaje,6,Lectura,4,Analizar aspectos relevantes de las narraciones leídas para profundizar su comprensión,"Analizar aspectos relevantes de las narraciones leídas para profundizar su comprensión: › identificando las acciones principales del relato y explicando cómo influyen en el desarrollo de la historia › explicando las actitudes y reacciones de los personajes de acuerdo con sus motivaciones y las situaciones que viven
› describiendo el ambiente y las costumbres representadas en el texto y explicando su influencia en las acciones del relato
› relacionando el relato, si es pertinente, con la época y el lugar en que se ambienta
› interpretando el lenguaje figurado presente en el texto
› expresando opiniones sobre las actitudes y acciones de los personajes y fundamentándolas con ejemplos del texto
› llegando a conclusiones sustentadas en la información del texto
› comparando textos de autores diferentes y justificando su preferencia por alguno"
497,498,Lenguaje,6,Lectura,5,Analizar aspectos relevantes de diversos poemas para profundizar su comprensión,"Analizar aspectos relevantes de diversos poemas para profundizar su comprensión: › explicando cómo el lenguaje poético que emplea el autor apela a los sentidos, sugiere estados de ánimo y crea imágenes en el lector › identificando personificaciones, comparaciones e hipérboles y explicando su significado dentro del poema › analizando cómo los efectos sonoros (aliteración y onomatopeya) utilizados por el poeta refuerzan lo dicho"
498,499,Lenguaje,6,Lectura,6,"Leer  y comprender textos no literarios (cartas, biografías, relatos históricos, etc.)","Leer independientemente y comprender textos no literarios (cartas, biografías, relatos históricos, libros y artículos informativos, noticias, etc.) para ampliar su conocimiento del mundo y formarse una opinión: › extrayendo información explícita e implícita
› haciendo inferencias a partir de la información del texto y de sus experiencias y conocimientos
› relacionando la información de imágenes, gráficos, tablas, mapas o diagramas, con el texto en el cual están insertos
› interpretando expresiones en lenguaje figurado
› comparando información entre dos textos del mismo tema
› formulando una opinión sobre algún aspecto de la lectura
› fundamentando su opinión con información del texto o sus conocimientos previos"
499,500,Lenguaje,6,Lectura,7,Evaluar críticamente la información presente en textos de diversa procedencia,"Evaluar críticamente la información presente en textos de diversa procedencia: › determinando quién es el emisor, cuál es su propósito y a quién dirige el mensaje › evaluando si un texto entrega suficiente información para responder una determinada pregunta o cumplir un propósito › comparando la información que se entrega sobre una misma noticia en distintas fuentes"
500,501,Lenguaje,6,Lectura,8,"Sintetizar, registrar y ordenar las ideas principales de textos leídos","Sintetizar, registrar y ordenar las ideas principales de textos leídos para satisfacer propósitos como estudiar, hacer una investigación, recordar detalles, etc."
501,502,Lenguaje,6,Lectura,9,"Desarrollar gusto por lectura, leyendo habitualmente diversos textos","Desarrollar el gusto por la lectura, leyendo habitualmente diversos textos."
502,503,Lenguaje,6,Lectura,10,"Asistir a biblioteca a lograr propósitos (seleccionar textos, investigar temas, etc.)","Asistir habitualmente a la biblioteca para satisfacer diversos propósitos (seleccionar textos, investigar sobre un tema, informarse sobre actualidad, etc.), adecuando su comportamiento y cuidando el material para permitir el trabajo y la lectura de los demás."
503,504,Lenguaje,6,Lectura,11,"Buscar y comparar info sobre temas, usando fuentes/web/enciclopedias","Buscar y comparar información sobre un tema, utilizando fuentes como internet, enciclopedias, libros, prensa, etc., para llevar a cabo una investigación."
504,505,Lenguaje,6,Lectura,12,Aplicar estrategias para determinar el significado de palabras nuevas,"Aplicar estrategias para determinar el significado de palabras nuevas: › claves contextuales › raíces y afijos › preguntar a otro › diccionarios, enciclopedias e internet"
505,506,Lenguaje,6,Escritura,13,"Escribir frecuentemente, para desarrollar la creatividad y expresar sus ideas","Escribir frecuentemente, para desarrollar la creatividad y expresar sus ideas, textos como poemas, diarios de vida, cuentos, anécdotas, cartas, blogs, etc."
506,507,Lenguaje,6,Escritura,14,"Escribir narraciones (relatos experiencias personales, noticias, cuentos, etc.)","Escribir creativamente narraciones (relatos de experiencias personales, noticias, cuentos, etc.) que: › tengan una estructura clara › utilicen conectores adecuados › tengan coherencia en sus oraciones › incluyan descripciones y diálogo (si es pertinente) que desarrollen la trama, los personajes y el ambiente"
507,508,Lenguaje,6,Escritura,15,Escribir artículos informativos para comunicar información sobre un tema,"Escribir artículos informativos para comunicar información sobre un tema: › organizando el texto en una estructura clara › desarrollando una idea central por párrafo
› agregando las fuentes utilizadas"
508,509,Lenguaje,6,Escritura,16,Escribir frecuentemente para compartir impresiones sobre sus lecturas,"Escribir frecuentemente para compartir impresiones sobre sus lecturas, desarrollando un tema relevante del texto leído y fundamentando sus comentarios con ejemplos."
509,510,Lenguaje,6,Escritura,17,Planificar sus textos estableciendo propósito y destinatario,Planificar sus textos: › estableciendo propósito y destinatario › generando ideas a partir de sus conocimientos e investigación › organizando las ideas que compondrán su escrito
510,511,Lenguaje,6,Escritura,18,"Escribir, revisar y editar sus textos para lograr propósito y transmitir ideas con claridad","Escribir, revisar y editar sus textos para satisfacer un propósito y transmitir sus ideas con claridad. Durante este proceso: › agregan ejemplos, datos y justificaciones para profundizar las ideas › emplean un vocabulario preciso y variado, y un registro adecuado › releen a medida que escriben › aseguran la coherencia y agregan conectores › editan, en forma independiente, aspectos de ortografía y presentación › utilizan las herramientas del procesador de textos para buscar sinónimos, corregir ortografía y gramática, y dar formato (cuando escriben en computador)"
511,512,Lenguaje,6,Escritura,19,Incorporar de manera pertinente en la escritura el vocabulario nuevo,Incorporar de manera pertinente en la escritura el vocabulario nuevo extraído de textos escuchados o leídos.
512,513,Lenguaje,6,Escritura,20,"Ampliar su capacidad expresiva, utilizando recursos que ofrece lenguaje","Ampliar su capacidad expresiva, utilizando los recursos que ofrece el lenguaje para expresar un mismo mensaje de diversas maneras; por ejemplo: › sinónimos, hipónimos e hiperónimos › locuciones › comparaciones › otros"
513,514,Lenguaje,6,Escritura,21,Utilizar correctamente los participios irregulares  en sus producciones escritas.,"Utilizar correctamente los participios irregulares (por ejemplo, roto, abierto, dicho, escrito, muerto, puesto, vuelto) en sus producciones escritas."
514,515,Lenguaje,6,Escritura,22,Escribir correctamente para facilitar la comprensión por parte del lector,"Escribir correctamente para facilitar la comprensión por parte del lector, aplicando todas las reglas de ortografía literal, acentual y puntual aprendidas en años anteriores, además de: › escritura de los verbos haber, tener e ir, en los tiempos más utilizados › coma en frases explicativas › coma en presencia de conectores que la requieren › acentuación de pronombres interrogativos y exclamativos"
515,516,Lenguaje,6,Comunicación Oral,23,"Comprender/disfrutar versiones obras de literatura, narradas/leídas por adulto","Comprender y disfrutar versiones completas de obras de la literatura, narradas o leídas por un adulto, como: › cuentos folclóricos y de autor › poemas › mitos y leyendas › capítulos de novelas"
516,517,Lenguaje,6,Comunicación Oral,24,"Comprender textos orales (explicaciones, instrucciones, noticias, documentales, etc.)","Comprender textos orales (explicaciones, instrucciones, noticias, documentales, entrevistas, testimonios, relatos, reportajes, etc.) para obtener información y desarrollar su curiosidad por el mundo: › relacionando las ideas escuchadas con sus experiencias personales y sus conocimientos previos › extrayendo y registrando la información relevante › formulando preguntas al profesor o a los compañeros para comprender o elaborar una idea, o aclarar el significado de una palabra › comparando información dentro del texto o con otros textos › formulando y fundamentando una opinión sobre lo escuchado › identificando diferentes puntos de vista"
517,518,Lenguaje,6,Comunicación Oral,25,Evaluar críticamente mensajes publicitarios,"Evaluar críticamente mensajes publicitarios: › identificando al emisor › explicando cuál es la intención del emisor › identificando a quién está dirigido el mensaje (a niñas, a usuarios del metro, a adultos mayores, etc.) y fundamentando cómo llegaron a esa conclusión"
518,519,Lenguaje,6,Comunicación Oral,26,"Apreciar obras de teatro, películas o representaciones","Apreciar obras de teatro, películas o representaciones: › discutiendo aspectos relevantes de la historia › describiendo cómo los actores cambian sus tonos de voz y su gestualidad para expresar diversas emociones › identificando algunos recursos que buscan provocar un efecto en la audiencia (efectos de sonido, música, efectos de iluminación, etc.)"
519,520,Lenguaje,6,Comunicación Oral,27,Dialogar para compartir y desarrollar ideas y buscar acuerdos,Dialogar para compartir y desarrollar ideas y buscar acuerdos: › manteniendo el foco en un tema › complementando las ideas de otro y ofreciendo sugerencias › aceptando sugerencias › haciendo comentarios en los momentos adecuados › mostrando acuerdo o desacuerdo con respeto › fundamentando su postura
520,521,Lenguaje,6,Comunicación Oral,28,Interactuar de acuerdo con las convenciones sociales en diferentes situaciones,"Interactuar de acuerdo con las convenciones sociales en diferentes situaciones: › presentarse a sí mismo y a otros › saludar › preguntar › expresar opiniones, sentimientos e ideas › otras situaciones que requieran el uso de fórmulas de cortesía como por favor, gracias, perdón, permiso"
521,522,Lenguaje,6,Comunicación Oral,29,Expresarse de manera clara y efectiva en exposiciones orales para comunicar temas de su interés,"Expresarse de manera clara y efectiva en exposiciones orales para comunicar temas de su interés: › presentando las ideas de manera coherente y cohesiva › fundamentando sus planteamientos con ejemplos y datos › organizando las ideas en introducción, desarrollo y cierre › usando elementos de cohesión para relacionar cada parte de la exposición › utilizando un vocabulario variado y preciso y un registro formal adecuado a la situación comunicativa › reemplazando algunas construcciones sintácticas familiares por otras más variadas › conjugando correctamente los verbos › utilizando correctamente los participios irregulares › pronunciando claramente y usando un volumen audible, entonación, pausas y énfasis adecuados › usando gestos y posturas acordes a la situación › usando material de apoyo (power point, papelógrafo, objetos, etc.) de manera efectiva › exponiendo sin leer de un texto escrito"
522,523,Lenguaje,6,Comunicación Oral,30,Incorporar pertinentemente en intervenciones orales el vocabulario nuevo,Incorporar de manera pertinente en sus intervenciones orales el vocabulario nuevo extraído de textos escuchados o leídos.
523,524,Lenguaje,6,Comunicación Oral,31,Producir textos orales espontáneos/planificados para desarrollar capacidad expresiva,"Producir textos orales espontáneos o planificados de diverso tipo para desarrollar su capacidad expresiva: › poemas › narraciones (contar una historia, describir una actividad, relatar noticias, testimonios, etc.) › dramatizaciones"
524,525,Matemáticas,3,Datos y probabilidades,23,Clasificar y organizar datos en tablas y gráficos de barra.,"Realizar encuestas, clasificar y organizar los datos obtenidos en tablas y visualizarlos en gráficos de barra."
525,526,Matemáticas,7,Números y operaciones,1,Comprender  Adición y sustracción números enteros,"Mostrar que comprenden la adición y la sustracción de números enteros: representándolas de manera concreta, pictórica y simbólica dándole significado a los símbolos + y – según el contexto (por ejemplo: un movimiento en una dirección seguido de un movimiento equivalente en la posición opuesta no representa ningún cambio de posición); resolviendo problemas en contextos cotidianos."
526,527,Matemáticas,7,Números y operaciones,2,Explicar multiplicación y división de fracciones +,"Explicar la multiplicación y la división de fracciones positivas: utilizando representaciones concretas, pictóricas y simbólicas; relacionándolas con la multiplicación y la división de números decimales."
527,528,Matemáticas,7,Números y operaciones,3,Multiplicación y división fracciones y decimales +,"Resolver problemas que involucren la multiplicación y la división de fracciones y de decimales positivos de manera concreta, pictórica y simbólica (de forma manual y/o con software educativo)."
528,529,Matemáticas,7,Números y operaciones,4,Mostrar que comprenden el concepto de porcentaje,Mostrar que comprenden el concepto de porcentaje: representándolo de manera pictórica; calculando de varias maneras; aplicándolo a situaciones sencillas.
529,530,Matemáticas,7,Números y operaciones,5,Utilizar potencias base 10 con exponente natural,"Utilizar potencias de base 10 con exponente natural: usando los términos potencia, base, exponente, elevado; definiendo y usando el exponente 0 en el sistema decimal; expresando números naturales en notación científica (sistema decimal); resolviendo problemas, usando la notación científica."
530,531,Matemáticas,7,Álgebra y funciones,6,Usar lenguaje algebraico en relaciones numéricas,"Utilizar el lenguaje algebraico para generalizar relaciones entre números, para establecer y formular reglas y propiedades y construir ecuaciones."
531,532,Matemáticas,7,Álgebra y funciones,7,Reducir expresiones algebraicas a t. semejantes,"Reducir expresiones algebraicas, reuniendo términos semejantes para obtener expresiones de la forma:  ax+ by + cz     a, b, c ∈ Z"
532,533,Matemáticas,7,Álgebra y funciones,8,Comprender las proporciones directas e inversas,Mostrar que comprenden las proporciones directas e inversas: realizando tablas de valores para relaciones proporcionales; graficando los valores de la tabla; explicando las características de la gráfica; resolviendo problemas de la vida diaria y de otras asignaturas.
533,534,Matemáticas,7,Álgebra y funciones,9,Resolver problemas con ecuaciones e inecuaciones,"Modelar y resolver problemas diversos de la vida diaria y de otras asignaturas, que involucran ecuaciones e inecuaciones lineales de la forma: ax = b; x/a =b   a, b y c ∈ N; a ≠ 0; ax< b; ax> b x/a < b; x/a > b   a, b y c ∈ N; a ≠ 0"
534,535,Matemáticas,7,Geometría,10,Relación ángulos exteriores interiores de polígono,Descubrir relaciones que involucran ángulos exteriores o interiores de diferentes polígonos.
535,536,Matemáticas,7,Geometría,11,Comprender el círculo y relacionar sus elementos,"Mostrar que comprenden el círculo: describiendo las relaciones entre el radio, el diámetro y el perímetro del círculo; aplicando las aproximaciones del perímetro y del área en la resolución de problemas geométricos de otras asignaturas y de la vida diaria; estimando de manera intuitiva el perímetro y el área de un círculo; identificándolo como lugar geométrico."
536,537,Matemáticas,7,Geometría,12,Construir objetos geométricos con diversos  medios,"Construir objetos geométricos de manera manual y/o con software educativo: líneas, como las perpendiculares, las paralelas, las bisectrices y alturas en triángulos y cuadriláteros; puntos, como el punto medio, el centro de gravedad, el centro del círculo inscrito y del circunscrito de un triángulo; triángulos y cuadriláteros congruentes."
537,538,Matemáticas,7,Geometría,13,Aplicar fórmulas de áreas en figuras geométricas,"Desarrollar y aplicar la fórmula del área de triángulos, paralelogramos y trapecios."
538,539,Matemáticas,7,Geometría,14,Identificar puntos en plano cartesiano,"Identificar puntos en el plano cartesiano, usando pares ordenados y vectores de forma concreta (juegos) y pictórica."
539,540,Matemáticas,7,Probabilidad y estadística,15,Estimar porcentajes de datos de una población,Estimar el porcentaje de algunas características de una población desconocida por medio del muestreo.
540,541,Matemáticas,7,Probabilidad y estadística,16,Representar datos mediante tablas de frecuencia,"Representar datos obtenidos en una muestra mediante tablas de frecuencias absolutas y relativas, utilizando gráficos apropiados, de manera manual y/o con software educativo."
541,542,Matemáticas,7,Probabilidad y estadística,17,Comprender medidas de tendencia central y el rango,Mostrar que comprenden las medidas de tendencia central y el rango: determinando las medidas de tendencia central para realizar inferencias sobre la población; determinando la medida de tendencia central adecuada para responder un problema planteado; utilizándolos para comparar dos poblaciones; determinando el efecto de un dato que es muy diferente a los otros.
542,543,Matemáticas,7,Probabilidad y estadística,18,Explicar probabilidades de eventos empíricos,"Explicar las probabilidades de eventos obtenidos por medio de experimentos de manera manual y/o con software educativo: estimándolas de manera intuitiva; utilizando frecuencias relativas; relacionándolas con razones, fracciones o porcentaje."
543,544,Matemáticas,7,Probabilidad y estadística,19,Comparar frecuencias relativas de eventos empíricos,"Comparar las frecuencias relativas de un evento obtenidas al repetir un experimento de forma manual y/o con software educativo, con la probabilidad obtenida de manera teórica, usando diagramas de árbol, tablas o gráficos."
544,545,Matemáticas,8,Números y operaciones,1,Comprender  Adición y sustracción números enteros,"Mostrar que comprenden la multiplicación y la división de números enteros: representándolas de manera concreta, pictórica y simbólica; aplicando procedimientos usados en la multiplicación y la división de números naturales; aplicando la regla de los signos de la operación; resolviendo problemas rutinarios y no rutinarios."
545,546,Matemáticas,8,Números y operaciones,2,Multiplicar y dividir racionales en problemas,"Utilizar las operaciones de multiplicación y división con los números racionales en el contexto de la resolución de problemas: representándolos en la recta numérica; involucrando diferentes conjuntos numéricos (fracciones, decimales y números enteros)."
546,547,Matemáticas,8,Números y operaciones,3,Multiplicar y dividir potencias de base natural,"Explicar la multiplicación y la división de potencias de base natural y exponente natural hasta 3, de manera concreta, pictórica y simbólica."
547,548,Matemáticas,8,Números y operaciones,4,Comprender raíces cuadradas de números naturales,"Mostrar que comprenden las raíces cuadradas de números naturales: estimándolas de manera intuitiva; representándolas de manera concreta, pictórica y simbólica; aplicándolas en situaciones geométricas y en la vida diaria."
548,549,Matemáticas,8,Números y operaciones,5,Resolver problemas con variaciones porcentuales,"Resolver problemas que involucran variaciones porcentuales en contextos diversos, usando representaciones pictóricas y registrando el proceso de manera simbólica; por ejemplo: el interés anual del ahorro."
549,550,Matemáticas,8,Álgebra y funciones,6,Comprender operatoria de expresiones algebraicas,"Mostrar que comprenden la operatoria de expresiones algebraicas: representándolas de manera pictórica y simbólica; relacionándolas con el área de cuadrados, rectángulos y volúmenes   de paralelepípedos; determinando formas factorizadas."
550,551,Matemáticas,8,Álgebra y funciones,7,Comprender función por medio de un cambio lineal,"Mostrar que comprenden la noción de función por medio de un cambio lineal: utilizando tablas; usando metáforas de máquinas; estableciendo reglas entre x e y; representando de manera gráfica (plano cartesiano, diagramas de Venn), de manera manual y/o con software educativo."
551,552,Matemáticas,8,Álgebra y funciones,8,Modelar situaciones  usando ecuaciones lineales,"Modelar situaciones de la vida diaria y de otras asignaturas, usando ecuaciones lineales de la forma:    ax = b; x/a = b, a≠0; ax + b = c; x/a + b = c; ax = b + cx; a(x+b) = c; ax + b = cx + d   (a, b, c, d, e ∈  Q)"
552,553,Matemáticas,8,Álgebra y funciones,9,Resolver inecuaciones lineales,"Resolver inecuaciones lineales con coeficientes racionales en el contexto de la resolución de problemas, por medio de representaciones gráficas, simbólicas, de manera manual y/o con software educativo."
553,554,Matemáticas,8,Álgebra y funciones,10,Comprender función afín en distintas expresiones,"Mostrar que comprenden la función afín: generalizándola como la suma de una constante con una función lineal; trasladando funciones lineales en el plano cartesiano; determinando el cambio constante de un intervalo a otro, de manera gráfica y simbólica, de manera manual y/o con software educativo; relacionándola con el interés simple; usándola para resolver problemas de la vida diaria y de otras asignaturas."
554,555,Matemáticas,8,Geometría,11,Desarrollar fórmulas de área y volumen en prismas,Desarrollar las fórmulas para encontrar el área de superficies y el volumen de prismas rectos con diferentes bases y cilindros: estimando de manera intuitiva área de superficie y volumen; desplegando la red de prismas rectos para encontrar la fórmula del área de superficie; transfiriendo la fórmula del volumen de un cubo (base por altura) en prismas diversos y cilindros; aplicando las fórmulas a la resolución de problemas geométricos y de la vida diaria.
555,556,Matemáticas,8,Geometría,12,Explicar teorema de Pitágoras aplicado a problemas,"Explicar, de manera concreta, pictórica y simbólica, la validez del teorema de Pitágoras y aplicar a la resolución de problemas geométricos y de la vida cotidiana, de manera manual y/o con software educativo."
